Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-02-15 14:15:00-05:00,155.2899932861328,155.32550048828125,155.0500030517578,155.2321014404297,1146010,0.0,0.0
2023-02-15 14:30:00-05:00,155.24000549316406,155.41000366210938,155.23500061035156,155.39500427246094,1732539,0.0,0.0
2023-02-15 14:45:00-05:00,155.39500427246094,155.47000122070312,154.9199981689453,155.02000427246094,1487173,0.0,0.0
2023-02-15 15:00:00-05:00,155.02000427246094,155.27999877929688,155.0050048828125,155.21499633789062,1190929,0.0,0.0
2023-02-15 15:15:00-05:00,155.24000549316406,155.27999877929688,154.72169494628906,154.8498992919922,1425435,0.0,0.0
2023-02-15 15:30:00-05:00,154.85000610351562,155.0800018310547,154.7899932861328,154.8800048828125,1625595,0.0,0.0
2023-02-15 15:45:00-05:00,154.8699951171875,155.3800048828125,154.6699981689453,155.36000061035156,3452306,0.0,0.0
2023-02-16 09:30:00-05:00,153.50999450683594,154.6571044921875,153.34750366210938,154.0509033203125,6830923,0.0,0.0
2023-02-16 09:45:00-05:00,154.05499267578125,154.41000366210938,153.82009887695312,154.0800018310547,2784396,0.0,0.0
2023-02-16 10:00:00-05:00,154.0749969482422,154.38999938964844,153.8000030517578,154.10000610351562,2224148,0.0,0.0
2023-02-16 10:15:00-05:00,154.10989379882812,154.9250030517578,153.97000122070312,154.75,2532617,0.0,0.0
2023-02-16 10:30:00-05:00,154.7449951171875,155.07949829101562,154.6699981689453,154.69000244140625,1975658,0.0,0.0
2023-02-16 10:45:00-05:00,154.6999969482422,155.22000122070312,154.55999755859375,155.14999389648438,1906995,0.0,0.0
2023-02-16 11:00:00-05:00,155.16000366210938,155.4600067138672,154.88890075683594,155.0800018310547,2176875,0.0,0.0
2023-02-16 11:15:00-05:00,155.08030700683594,155.39990234375,154.9199981689453,155.24989318847656,1484324,0.0,0.0
2023-02-16 11:30:00-05:00,155.25,155.44500732421875,155.0500946044922,155.28500366210938,1220654,0.0,0.0
2023-02-16 11:45:00-05:00,155.27999877929688,155.5,155.00999450683594,155.07000732421875,1559819,0.0,0.0
2023-02-16 12:00:00-05:00,155.06500244140625,155.5,155.02000427246094,155.4300994873047,1148839,0.0,0.0
2023-02-16 12:15:00-05:00,155.44000244140625,155.49000549316406,154.75,155.41000366210938,1915965,0.0,0.0
2023-02-16 12:30:00-05:00,155.41949462890625,155.99000549316406,155.36000061035156,155.97999572753906,1874763,0.0,0.0
2023-02-16 12:45:00-05:00,155.98500061035156,156.1699981689453,155.82000732421875,155.92999267578125,1884405,0.0,0.0
2023-02-16 13:00:00-05:00,155.94000244140625,156.14999389648438,155.74000549316406,155.8249969482422,1324535,0.0,0.0
2023-02-16 13:15:00-05:00,155.8300018310547,156.19000244140625,155.53500366210938,155.8498992919922,1873334,0.0,0.0
2023-02-16 13:30:00-05:00,155.86000061035156,156.1510009765625,155.75999450683594,156.00770568847656,1248981,0.0,0.0
2023-02-16 13:45:00-05:00,156.02000427246094,156.05099487304688,155.7899932861328,155.9499969482422,983262,0.0,0.0
2023-02-16 14:00:00-05:00,155.9499969482422,156.11000061035156,155.86000061035156,155.99000549316406,1285335,0.0,0.0
2023-02-16 14:15:00-05:00,156.0,156.24000549316406,155.72000122070312,156.14739990234375,1473859,0.0,0.0
2023-02-16 14:30:00-05:00,156.14500427246094,156.3300018310547,156.05999755859375,156.1851043701172,1594355,0.0,0.0
2023-02-16 14:45:00-05:00,156.17999267578125,156.31399536132812,156.08999633789062,156.19000244140625,1271457,0.0,0.0
2023-02-16 15:00:00-05:00,156.1999969482422,156.24989318847656,155.22999572753906,155.2301025390625,2564246,0.0,0.0
2023-02-16 15:15:00-05:00,155.24000549316406,155.24000549316406,154.30999755859375,154.30999755859375,2317792,0.0,0.0
2023-02-16 15:30:00-05:00,154.30999755859375,154.39999389648438,153.77999877929688,154.10499572753906,2795249,0.0,0.0
2023-02-16 15:45:00-05:00,154.09500122070312,154.30999755859375,153.58999633789062,153.69000244140625,5334140,0.0,0.0
2023-02-17 09:30:00-05:00,152.5,153.0,151.94000244140625,152.24000549316406,6735374,0.0,0.0
2023-02-17 09:45:00-05:00,152.1999969482422,152.24000549316406,151.5,151.69000244140625,2982282,0.0,0.0
2023-02-17 10:00:00-05:00,151.67999267578125,152.48500061035156,151.6300048828125,152.14999389648438,2980320,0.0,0.0
2023-02-17 10:15:00-05:00,152.14999389648438,152.64999389648438,151.9199981689453,152.02000427246094,2256369,0.0,0.0
2023-02-17 10:30:00-05:00,152.0,152.67999267578125,151.9499969482422,152.0290069580078,1876626,0.0,0.0
2023-02-17 10:45:00-05:00,152.02000427246094,152.30999755859375,151.8699951171875,152.00999450683594,1713433,0.0,0.0
2023-02-17 11:00:00-05:00,151.99000549316406,152.2698974609375,151.64999389648438,152.01040649414062,1500609,0.0,0.0
2023-02-17 11:15:00-05:00,152.00999450683594,152.08999633789062,151.49000549316406,151.6501007080078,1355629,0.0,0.0
2023-02-17 11:30:00-05:00,151.66000366210938,151.7899932861328,151.3699951171875,151.73280334472656,3890088,0.0,0.0
2023-02-17 11:45:00-05:00,151.72999572753906,151.94000244140625,151.39999389648438,151.5749969482422,1159474,0.0,0.0
2023-02-17 12:00:00-05:00,151.57000732421875,152.1699981689453,151.56500244140625,152.0290069580078,1309735,0.0,0.0
2023-02-17 12:15:00-05:00,152.02020263671875,152.10000610351562,151.50999450683594,151.7100067138672,1304225,0.0,0.0
2023-02-17 12:30:00-05:00,151.7050018310547,151.7949981689453,151.4199981689453,151.47999572753906,1064728,0.0,0.0
2023-02-17 12:45:00-05:00,151.47000122070312,151.5341033935547,150.910400390625,151.0800018310547,1425116,0.0,0.0
2023-02-17 13:00:00-05:00,151.08999633789062,151.4405059814453,150.9600067138672,151.33999633789062,951595,0.0,0.0
2023-02-17 13:15:00-05:00,151.3300018310547,151.48989868164062,150.85000610351562,150.99000549316406,1232970,0.0,0.0
2023-02-17 13:30:00-05:00,151.0,151.2946014404297,150.85000610351562,151.2198944091797,1044380,0.0,0.0
2023-02-17 13:45:00-05:00,151.21499633789062,151.44000244140625,151.11000061035156,151.44000244140625,859195,0.0,0.0
2023-02-17 14:00:00-05:00,151.43499755859375,151.74000549316406,151.33999633789062,151.39100646972656,1213984,0.0,0.0
2023-02-17 14:15:00-05:00,151.38999938964844,151.9949951171875,151.3406982421875,151.67999267578125,1427212,0.0,0.0
2023-02-17 14:30:00-05:00,151.68299865722656,152.22999572753906,151.68299865722656,151.97999572753906,1490150,0.0,0.0
2023-02-17 14:45:00-05:00,151.99000549316406,152.35989379882812,151.9001007080078,152.35009765625,1446572,0.0,0.0
2023-02-17 15:00:00-05:00,152.35890197753906,152.6300048828125,152.11000061035156,152.24049377441406,1838307,0.0,0.0
2023-02-17 15:15:00-05:00,152.24000549316406,152.3699951171875,151.92999267578125,152.03500366210938,1487830,0.0,0.0
2023-02-17 15:30:00-05:00,152.02499389648438,152.49000549316406,151.96499633789062,152.1750030517578,1709185,0.0,0.0
2023-02-17 15:45:00-05:00,152.1750030517578,152.5500030517578,152.0800018310547,152.5399932861328,4454590,0.0,0.0
2023-02-21 09:30:00-05:00,150.1999969482422,151.13999938964844,150.0800018310547,151.08999633789062,5356629,0.0,0.0
2023-02-21 09:45:00-05:00,151.07000732421875,151.3000030517578,150.1999969482422,150.36000061035156,2921726,0.0,0.0
2023-02-21 10:00:00-05:00,150.36000061035156,150.61000061035156,149.75999450683594,149.9499969482422,3021538,0.0,0.0
2023-02-21 10:15:00-05:00,149.9499969482422,150.10000610351562,149.64999389648438,149.6907958984375,2101440,0.0,0.0
2023-02-21 10:30:00-05:00,149.69000244140625,150.3000030517578,149.60000610351562,150.0500030517578,1941800,0.0,0.0
2023-02-21 10:45:00-05:00,150.0399932861328,150.1999969482422,149.75,149.9199981689453,1028885,0.0,0.0
2023-02-21 11:00:00-05:00,150.02499389648438,150.05999755859375,149.50999450683594,149.7805938720703,1757445,0.0,0.0
2023-02-21 11:15:00-05:00,149.78500366210938,149.84500122070312,149.4199981689453,149.50999450683594,1352629,0.0,0.0
2023-02-21 11:30:00-05:00,149.5050048828125,149.83999633789062,149.36000061035156,149.80499267578125,1201348,0.0,0.0
2023-02-21 11:45:00-05:00,149.80499267578125,149.94000244140625,149.52000427246094,149.8000946044922,1139199,0.0,0.0
2023-02-21 12:00:00-05:00,149.8000030517578,149.99000549316406,149.64999389648438,149.75999450683594,7765851,0.0,0.0
2023-02-21 12:15:00-05:00,149.7698974609375,149.88009643554688,149.6199951171875,149.6824951171875,1176424,0.0,0.0
2023-02-21 12:30:00-05:00,149.69000244140625,150.0800018310547,149.66000366210938,149.9499969482422,953001,0.0,0.0
2023-02-21 12:45:00-05:00,149.94970703125,150.14999389648438,149.86000061035156,150.02000427246094,882825,0.0,0.0
2023-02-21 13:00:00-05:00,150.00999450683594,150.0334014892578,149.66000366210938,149.69000244140625,846091,0.0,0.0
2023-02-21 13:15:00-05:00,149.67999267578125,149.7899932861328,149.30999755859375,149.4600067138672,1327076,0.0,0.0
2023-02-21 13:30:00-05:00,149.47000122070312,149.55999755859375,149.3249969482422,149.52999877929688,911603,0.0,0.0
2023-02-21 13:45:00-05:00,149.5399932861328,149.6699981689453,149.2899932861328,149.40390014648438,862873,0.0,0.0
2023-02-21 14:00:00-05:00,149.41000366210938,149.41000366210938,149.13999938964844,149.24000549316406,1040339,0.0,0.0
2023-02-21 14:15:00-05:00,149.25,149.27999877929688,148.86000061035156,148.88499450683594,1540881,0.0,0.0
2023-02-21 14:30:00-05:00,148.88499450683594,149.17999267578125,148.67999267578125,148.9716033935547,1463367,0.0,0.0
2023-02-21 14:45:00-05:00,148.98599243164062,149.02999877929688,148.56500244140625,148.6699981689453,1161992,0.0,0.0
2023-02-21 15:00:00-05:00,148.6750030517578,148.94000244140625,148.5,148.50999450683594,1243370,0.0,0.0
2023-02-21 15:15:00-05:00,148.52000427246094,148.69000244140625,148.40499877929688,148.58999633789062,1389928,0.0,0.0
2023-02-21 15:30:00-05:00,148.58999633789062,148.8300018310547,148.44500732421875,148.63999938964844,1719105,0.0,0.0
2023-02-21 15:45:00-05:00,148.63999938964844,148.94000244140625,148.41000366210938,148.47999572753906,4538329,0.0,0.0
2023-02-22 09:30:00-05:00,149.1529998779297,149.3000030517578,148.13999938964844,148.22999572753906,4827938,0.0,0.0
2023-02-22 09:45:00-05:00,148.25999450683594,148.67999267578125,147.86000061035156,147.92999267578125,3056832,0.0,0.0
2023-02-22 10:00:00-05:00,147.92999267578125,148.2100067138672,147.35000610351562,147.47999572753906,2425252,0.0,0.0
2023-02-22 10:15:00-05:00,147.49000549316406,147.97999572753906,147.17999267578125,147.49000549316406,1950992,0.0,0.0
2023-02-22 10:30:00-05:00,147.47999572753906,147.83999633789062,147.16000366210938,147.83999633789062,1567622,0.0,0.0
2023-02-22 10:45:00-05:00,147.83999633789062,148.39999389648438,147.77999877929688,148.14010620117188,1384222,0.0,0.0
2023-02-22 11:00:00-05:00,148.14999389648438,148.27999877929688,147.84500122070312,147.91000366210938,951116,0.0,0.0
2023-02-22 11:15:00-05:00,147.9199981689453,148.1199951171875,147.6999969482422,147.86000061035156,1020349,0.0,0.0
2023-02-22 11:30:00-05:00,147.8800048828125,148.32000732421875,147.75999450683594,148.1049041748047,1040168,0.0,0.0
2023-02-22 11:45:00-05:00,148.10499572753906,148.14999389648438,147.69000244140625,148.06399536132812,842201,0.0,0.0
2023-02-22 12:00:00-05:00,148.0800018310547,148.1999969482422,147.83999633789062,147.89999389648438,652950,0.0,0.0
2023-02-22 12:15:00-05:00,147.90989685058594,148.33999633789062,147.90989685058594,148.110107421875,895140,0.0,0.0
2023-02-22 12:30:00-05:00,148.1221923828125,149.0500030517578,148.1221923828125,149.0,1998479,0.0,0.0
2023-02-22 12:45:00-05:00,149.00999450683594,149.11000061035156,148.80999755859375,148.92999267578125,1373074,0.0,0.0
2023-02-22 13:00:00-05:00,148.9250030517578,149.32000732421875,148.76449584960938,149.11000061035156,1352436,0.0,0.0
2023-02-22 13:15:00-05:00,149.1199951171875,149.42999267578125,149.0399932861328,149.375,869245,0.0,0.0
2023-02-22 13:30:00-05:00,149.3800048828125,149.4134063720703,148.92999267578125,149.2899932861328,910402,0.0,0.0
2023-02-22 13:45:00-05:00,149.29010009765625,149.32000732421875,148.95010375976562,149.16990661621094,870591,0.0,0.0
2023-02-22 14:00:00-05:00,149.1699981689453,149.9499969482422,148.57000732421875,149.16000366210938,2991846,0.0,0.0
2023-02-22 14:15:00-05:00,149.16000366210938,149.52999877929688,148.72000122070312,148.9600067138672,1614896,0.0,0.0
2023-02-22 14:30:00-05:00,148.9600067138672,149.00999450683594,148.4499969482422,148.77999877929688,1514063,0.0,0.0
2023-02-22 14:45:00-05:00,148.77999877929688,149.08999633789062,148.25999450683594,148.3699951171875,1528510,0.0,0.0
2023-02-22 15:00:00-05:00,148.3699951171875,148.67999267578125,148.2100067138672,148.44500732421875,1542947,0.0,0.0
2023-02-22 15:15:00-05:00,148.4409942626953,148.80999755859375,148.36000061035156,148.3800048828125,1270111,0.0,0.0
2023-02-22 15:30:00-05:00,148.38499450683594,148.64999389648438,148.27000427246094,148.39500427246094,1489906,0.0,0.0
2023-02-22 15:45:00-05:00,148.39999389648438,149.00999450683594,148.18499755859375,148.92999267578125,3373870,0.0,0.0
2023-02-23 09:30:00-05:00,150.08999633789062,150.33999633789062,149.36599731445312,149.72999572753906,4248227,0.0,0.0
2023-02-23 09:45:00-05:00,149.74000549316406,150.07000732421875,149.47999572753906,149.5800018310547,2700749,0.0,0.0
2023-02-23 10:00:00-05:00,149.5800018310547,149.7899932861328,148.77000427246094,149.0,2393394,0.0,0.0
2023-02-23 10:15:00-05:00,149.0050048828125,149.0399932861328,148.7200927734375,148.8498992919922,1705949,0.0,0.0
2023-02-23 10:30:00-05:00,148.8350067138672,149.03990173339844,148.3800048828125,148.39999389648438,1887348,0.0,0.0
2023-02-23 10:45:00-05:00,148.39999389648438,148.42999267578125,147.67010498046875,147.97999572753906,2164327,0.0,0.0
2023-02-23 11:00:00-05:00,147.97000122070312,148.25,147.9199981689453,148.0850067138672,1510291,0.0,0.0
2023-02-23 11:15:00-05:00,148.10000610351562,148.16000366210938,147.64999389648438,147.80999755859375,1372676,0.0,0.0
2023-02-23 11:30:00-05:00,147.82000732421875,147.99000549316406,147.49000549316406,147.52999877929688,1478063,0.0,0.0
2023-02-23 11:45:00-05:00,147.52000427246094,147.81500244140625,147.47000122070312,147.52000427246094,1527814,0.0,0.0
2023-02-23 12:00:00-05:00,147.52999877929688,147.57000732421875,147.24000549316406,147.4582061767578,1216982,0.0,0.0
2023-02-23 12:15:00-05:00,147.4550018310547,147.6800994873047,147.39329528808594,147.4665985107422,1680521,0.0,0.0
2023-02-23 12:30:00-05:00,147.4600067138672,147.82000732421875,147.42999267578125,147.6999969482422,1074044,0.0,0.0
2023-02-23 12:45:00-05:00,147.69000244140625,147.77999877929688,147.5,147.72999572753906,719617,0.0,0.0
2023-02-23 13:00:00-05:00,147.74000549316406,147.80999755859375,147.42999267578125,147.6199951171875,974278,0.0,0.0
2023-02-23 13:15:00-05:00,147.61000061035156,147.8350067138672,147.52999877929688,147.79299926757812,723139,0.0,0.0
2023-02-23 13:30:00-05:00,147.8000030517578,148.1300048828125,147.64999389648438,147.9741973876953,953628,0.0,0.0
2023-02-23 13:45:00-05:00,147.97000122070312,148.39999389648438,147.9199981689453,148.19859313964844,1135411,0.0,0.0
2023-02-23 14:00:00-05:00,148.19000244140625,148.6300048828125,148.0500030517578,148.5800018310547,900614,0.0,0.0
2023-02-23 14:15:00-05:00,148.58999633789062,149.27999877929688,148.58999633789062,149.1999969482422,1833223,0.0,0.0
2023-02-23 14:30:00-05:00,149.22000122070312,149.66000366210938,149.22000122070312,149.4199981689453,1485651,0.0,0.0
2023-02-23 14:45:00-05:00,149.4199981689453,149.50999450683594,149.10499572753906,149.25,1024873,0.0,0.0
2023-02-23 15:00:00-05:00,149.24000549316406,149.70599365234375,149.24000549316406,149.6898956298828,1294713,0.0,0.0
2023-02-23 15:15:00-05:00,149.69000244140625,149.86000061035156,149.47999572753906,149.7949981689453,1282893,0.0,0.0
2023-02-23 15:30:00-05:00,149.7949981689453,149.92999267578125,149.63479614257812,149.78500366210938,1644765,0.0,0.0
2023-02-23 15:45:00-05:00,149.77999877929688,149.8000030517578,149.3300018310547,149.4199981689453,3139275,0.0,0.0
2023-02-24 09:30:00-05:00,147.11000061035156,147.19000244140625,146.6300048828125,146.6898956298828,4979912,0.0,0.0
2023-02-24 09:45:00-05:00,146.67999267578125,146.67999267578125,146.1199951171875,146.41000366210938,2954426,0.0,0.0
2023-02-24 10:00:00-05:00,146.39999389648438,146.91000366210938,146.25,146.41000366210938,3093137,0.0,0.0
2023-02-24 10:15:00-05:00,146.42709350585938,146.49510192871094,146.19500732421875,146.2899932861328,2164522,0.0,0.0
2023-02-24 10:30:00-05:00,146.2899932861328,146.4799041748047,146.02340698242188,146.24000549316406,2114856,0.0,0.0
2023-02-24 10:45:00-05:00,146.25,146.36000061035156,145.9499969482422,146.08999633789062,1895889,0.0,0.0
2023-02-24 11:00:00-05:00,146.10000610351562,146.16000366210938,145.8699951171875,145.9199981689453,1490731,0.0,0.0
2023-02-24 11:15:00-05:00,145.92999267578125,146.5800018310547,145.91000366210938,146.38999938964844,1514768,0.0,0.0
2023-02-24 11:30:00-05:00,146.39999389648438,146.52999877929688,146.11000061035156,146.40420532226562,1241949,0.0,0.0
2023-02-24 11:45:00-05:00,146.4138946533203,146.89999389648438,146.27999877929688,146.41529846191406,1426084,0.0,0.0
2023-02-24 12:00:00-05:00,146.4149932861328,146.50999450683594,146.11000061035156,146.34849548339844,1017318,0.0,0.0
2023-02-24 12:15:00-05:00,146.35000610351562,146.36990356445312,146.05999755859375,146.25100708007812,1008777,0.0,0.0
2023-02-24 12:30:00-05:00,146.25999450683594,146.43820190429688,145.9550018310547,146.00999450683594,945894,0.0,0.0
2023-02-24 12:45:00-05:00,146.00599670410156,146.02499389648438,145.8800048828125,145.97999572753906,943007,0.0,0.0
2023-02-24 13:00:00-05:00,145.97999572753906,146.11000061035156,145.72019958496094,145.85499572753906,1125577,0.0,0.0
2023-02-24 13:15:00-05:00,145.86500549316406,146.3594970703125,145.8300018310547,146.21499633789062,1242224,0.0,0.0
2023-02-24 13:30:00-05:00,146.22000122070312,146.22250366210938,145.88999938964844,146.0,984307,0.0,0.0
2023-02-24 13:45:00-05:00,146.0,146.24000549316406,145.89500427246094,146.10000610351562,1084679,0.0,0.0
2023-02-24 14:00:00-05:00,146.10000610351562,146.36000061035156,145.97999572753906,146.1199951171875,1096858,0.0,0.0
2023-02-24 14:15:00-05:00,146.13999938964844,146.3699951171875,145.92999267578125,146.11000061035156,1070710,0.0,0.0
2023-02-24 14:30:00-05:00,146.1199951171875,146.14999389648438,145.77000427246094,145.85000610351562,1047048,0.0,0.0
2023-02-24 14:45:00-05:00,145.847900390625,146.6199951171875,145.80999755859375,146.5,1661131,0.0,0.0
2023-02-24 15:00:00-05:00,146.51190185546875,146.69000244140625,146.2100067138672,146.25,1360627,0.0,0.0
2023-02-24 15:15:00-05:00,146.25999450683594,146.4600067138672,146.11000061035156,146.1199951171875,1350142,0.0,0.0
2023-02-24 15:30:00-05:00,146.11500549316406,146.19000244140625,145.85000610351562,146.02999877929688,2080085,0.0,0.0
2023-02-24 15:45:00-05:00,146.02000427246094,146.8000030517578,145.80499267578125,146.7100067138672,5037947,0.0,0.0
2023-02-27 09:30:00-05:00,147.7100067138672,148.3800048828125,147.6999969482422,148.11000061035156,4025356,0.0,0.0
2023-02-27 09:45:00-05:00,148.11000061035156,148.55999755859375,147.88999938964844,148.52999877929688,2254397,0.0,0.0
2023-02-27 10:00:00-05:00,148.52499389648438,149.02000427246094,148.24000549316406,148.98500061035156,2204048,0.0,0.0
2023-02-27 10:15:00-05:00,148.99000549316406,149.1699981689453,148.69000244140625,148.7100067138672,1758002,0.0,0.0
2023-02-27 10:30:00-05:00,148.72000122070312,148.75900268554688,147.77999877929688,148.08290100097656,2089975,0.0,0.0
2023-02-27 10:45:00-05:00,148.08999633789062,148.1898956298828,147.87010192871094,148.1699981689453,1645102,0.0,0.0
2023-02-27 11:00:00-05:00,148.1649932861328,148.25,147.60000610351562,147.72999572753906,1612667,0.0,0.0
2023-02-27 11:15:00-05:00,147.72000122070312,147.9600067138672,147.57009887695312,147.8498992919922,1139714,0.0,0.0
2023-02-27 11:30:00-05:00,147.85000610351562,147.92930603027344,147.4499969482422,147.72999572753906,1749244,0.0,0.0
2023-02-27 11:45:00-05:00,147.74000549316406,147.97000122070312,147.6699981689453,147.92999267578125,765741,0.0,0.0
2023-02-27 12:00:00-05:00,147.9499969482422,147.97999572753906,147.67999267578125,147.92999267578125,811599,0.0,0.0
2023-02-27 12:15:00-05:00,147.93829345703125,148.16000366210938,147.75,148.10000610351562,915497,0.0,0.0
2023-02-27 12:30:00-05:00,148.10000610351562,148.34500122070312,147.95700073242188,148.0500030517578,1092358,0.0,0.0
2023-02-27 12:45:00-05:00,148.05999755859375,148.4499969482422,148.0,148.35000610351562,947620,0.0,0.0
2023-02-27 13:00:00-05:00,148.34010314941406,148.50999450683594,148.27999877929688,148.47830200195312,860731,0.0,0.0
2023-02-27 13:15:00-05:00,148.47000122070312,148.64999389648438,148.33799743652344,148.4550018310547,928721,0.0,0.0
2023-02-27 13:30:00-05:00,148.47000122070312,148.52999877929688,148.1699981689453,148.17999267578125,772784,0.0,0.0
2023-02-27 13:45:00-05:00,148.18499755859375,148.47999572753906,148.0500946044922,148.47999572753906,999466,0.0,0.0
2023-02-27 14:00:00-05:00,148.47999572753906,148.79010009765625,148.4199981689453,148.63499450683594,1440380,0.0,0.0
2023-02-27 14:15:00-05:00,148.6300048828125,148.63999938964844,148.26499938964844,148.41000366210938,1080109,0.0,0.0
2023-02-27 14:30:00-05:00,148.40499877929688,148.58999633789062,148.1199951171875,148.25999450683594,990348,0.0,0.0
2023-02-27 14:45:00-05:00,148.25669860839844,148.27000427246094,148.05999755859375,148.0601043701172,823226,0.0,0.0
2023-02-27 15:00:00-05:00,148.05999755859375,148.21499633789062,147.85499572753906,148.11000061035156,1160929,0.0,0.0
2023-02-27 15:15:00-05:00,148.1199951171875,148.17999267578125,147.91000366210938,148.1501007080078,992376,0.0,0.0
2023-02-27 15:30:00-05:00,148.15890502929688,148.1699981689453,147.7200927734375,147.88999938964844,1764187,0.0,0.0
2023-02-27 15:45:00-05:00,147.8925018310547,148.07000732421875,147.6999969482422,147.9199981689453,3162840,0.0,0.0
2023-02-28 09:30:00-05:00,147.0500030517578,147.5684051513672,146.8300018310547,147.44000244140625,3798878,0.0,0.0
2023-02-28 09:45:00-05:00,147.44500732421875,147.77999877929688,147.30999755859375,147.7100067138672,2110350,0.0,0.0
2023-02-28 10:00:00-05:00,147.7100067138672,148.0,147.3699951171875,147.70010375976562,2360250,0.0,0.0
2023-02-28 10:15:00-05:00,147.6999969482422,147.7449951171875,147.10000610351562,147.25999450683594,1542077,0.0,0.0
2023-02-28 10:30:00-05:00,147.26499938964844,147.6699981689453,147.0800018310547,147.4949951171875,1471535,0.0,0.0
2023-02-28 10:45:00-05:00,147.47999572753906,147.61000061035156,147.1416015625,147.52000427246094,1129240,0.0,0.0
2023-02-28 11:00:00-05:00,147.52999877929688,148.0399932861328,147.5135955810547,147.97000122070312,1159261,0.0,0.0
2023-02-28 11:15:00-05:00,147.97500610351562,148.17999267578125,147.8800048828125,147.9199981689453,985516,0.0,0.0
2023-02-28 11:30:00-05:00,147.91000366210938,148.08999633789062,147.74000549316406,147.7949981689453,745254,0.0,0.0
2023-02-28 11:45:00-05:00,147.80999755859375,147.97999572753906,147.6199951171875,147.9499969482422,837496,0.0,0.0
2023-02-28 12:00:00-05:00,147.9600067138672,148.25999450683594,147.9600067138672,148.20750427246094,795048,0.0,0.0
2023-02-28 12:15:00-05:00,148.2100067138672,148.41000366210938,148.11000061035156,148.3159942626953,967981,0.0,0.0
2023-02-28 12:30:00-05:00,148.32000732421875,148.47000122070312,148.2100067138672,148.35000610351562,891560,0.0,0.0
2023-02-28 12:45:00-05:00,148.3459014892578,148.82440185546875,148.33999633789062,148.66859436035156,998503,0.0,0.0
2023-02-28 13:00:00-05:00,148.6699981689453,148.83999633789062,148.66000366210938,148.69000244140625,983518,0.0,0.0
2023-02-28 13:15:00-05:00,148.6999969482422,148.97000122070312,148.6199951171875,148.9600067138672,933426,0.0,0.0
2023-02-28 13:30:00-05:00,148.95750427246094,149.0800018310547,148.72999572753906,148.81500244140625,1044292,0.0,0.0
2023-02-28 13:45:00-05:00,148.82000732421875,148.9499969482422,148.72000122070312,148.8249969482422,756701,0.0,0.0
2023-02-28 14:00:00-05:00,148.8300018310547,148.98500061035156,148.52999877929688,148.77000427246094,942994,0.0,0.0
2023-02-28 14:15:00-05:00,148.77999877929688,148.80999755859375,148.5800018310547,148.6199951171875,751520,0.0,0.0
2023-02-28 14:30:00-05:00,148.6199951171875,148.66000366210938,148.41000366210938,148.639404296875,951359,0.0,0.0
2023-02-28 14:45:00-05:00,148.63499450683594,148.75999450683594,148.25999450683594,148.3179931640625,959762,0.0,0.0
2023-02-28 15:00:00-05:00,148.31500244140625,148.3800048828125,148.17999267578125,148.2550048828125,1014904,0.0,0.0
