Datetime,open,high,low,close,volume,change,rsi,20d_sma,20d_std,bollinger_upper,bollinger_lower,12d_ema,26d_ema,macd,macd_signal,14d_high,14d_low,%K,%D,true_range,atr,obv
2023-02-15 14:15:00-05:00,155.2899932861328,155.32550048828125,155.0500030517578,155.2321014404297,1146010,-0.037279830128175206,68.12574706204904,154.45338973999023,0.5643375662677391,155.5820648725257,153.32471460745475,154.76778921344217,154.61739032571703,0.15039888772514587,0.09855109075966223,155.5,153.5,86.60507202148438,83.78499348958333,0.2754974365234375,0.58660888671875,8956101
2023-02-15 14:30:00-05:00,155.24000549316406,155.41000366210938,155.23500061035156,155.39500427246094,1732539,0.09984461080407543,63.63992277888029,154.52114028930663,0.5927189556062127,155.70657820051906,153.3357023780942,154.8672633571821,154.68927083514774,0.17799252203437277,0.11458728479827768,155.5,153.5,94.75021362304688,90.20182291666667,0.1779022216796875,0.5386014665876117,10688640
2023-02-15 14:45:00-05:00,155.39500427246094,155.47000122070312,154.9199981689453,155.02000427246094,1487173,-0.24132049917286652,55.221692460671576,154.59382553100585,0.5575548489620409,155.70893522892993,153.47871583308176,154.89137300884326,154.71929165268062,0.17208135616263576,0.12617157605357399,155.5,153.5,76.00021362304688,85.78516642252605,0.5500030517578125,0.5493153163364956,9201467
2023-02-15 15:00:00-05:00,155.02000427246094,155.27999877929688,155.0050048828125,155.21499633789062,1190929,0.12578509873278823,53.673376974514305,154.67607498168945,0.5185420244068232,155.7131590305031,153.6389909328758,154.94225234223583,154.76354806101966,0.1787042812161701,0.13674050503104704,155.5,153.5,85.74981689453125,85.50008138020833,0.274993896484375,0.5250287737165179,10392396
2023-02-15 15:15:00-05:00,155.24000549316406,155.27999877929688,154.72169494628906,154.8498992919922,1425435,-0.25129231342951297,44.35823618767294,154.7325698852539,0.4679819588444086,155.6685338029427,153.79660596756509,154.92778159257313,154.77114200907496,0.15663958349816198,0.14073920404667653,155.47000122070312,153.5,68.5227642402367,76.75759825260495,0.5583038330078125,0.5234789167131696,8966961
2023-02-15 15:30:00-05:00,154.85000610351562,155.0800018310547,154.7899932861328,154.8800048828125,1625595,0.019372798265710835,49.844612194740066,154.77957000732422,0.4298426185819621,155.63925524448814,153.9198847701603,154.92031671062534,154.78058473231184,0.13973197831350603,0.14053699497577127,155.47000122070312,153.5,70.05096587300358,74.77451566925718,0.290008544921875,0.495086669921875,10592556
2023-02-15 15:45:00-05:00,154.8699951171875,155.3800048828125,154.6699981689453,155.36000061035156,3452306,0.31639795222650047,60.2721520943437,154.85607528686523,0.3858336705162416,155.62774262789773,154.08440794583274,154.98885079596107,154.83021445271763,0.1586363432434439,0.14416783817954582,155.47000122070312,153.5,94.41621613248029,77.66331541524018,0.7100067138671875,0.5179443359375,14044862
2023-02-16 09:30:00-05:00,153.50999450683594,154.6571044921875,153.34750366210938,154.0509033203125,6830923,0.35236064935985345,44.27115763802407,154.8351203918457,0.4179493398808878,155.67101907160747,153.9992217120839,154.84294720797854,154.76422693474373,0.07872027323480779,0.13104659998331675,155.47000122070312,153.34750366210938,33.140186915887845,65.86912297379057,2.0124969482421875,0.5559801374162946,7213939
2023-02-16 09:45:00-05:00,154.05499267578125,154.41000366210938,153.82009887695312,154.0800018310547,2784396,0.016233914162114105,50.11858165478437,154.8068702697754,0.44938846619846295,155.70564720217232,153.9080933373785,154.7244688982577,154.706898433895,0.017570464362705707,0.10830738882802125,155.47000122070312,153.34750366210938,34.51114306254493,54.022515370304355,0.58990478515625,0.5502951485770089,9998335
2023-02-16 10:00:00-05:00,154.0749969482422,154.38999938964844,153.8000030517578,154.10000610351562,2224148,0.016231806437639412,48.974587853579216,154.7638702392578,0.4744124346042042,155.71269510846622,153.8150453700494,154.62763552226497,154.65653843243857,-0.02890291017359914,0.08082279868444459,155.47000122070312,153.34750366210938,35.453630481667865,34.36832015336688,0.589996337890625,0.5520804268973214,12222483
