Datetime,symbol,Date,open,high,low,close,volume,change,rsi,20d_sma,20d_std,bollinger_upper,bollinger_lower,12d_ema,26d_ema,macd,macd_signal,14d_high,14d_low,%K,%D,true_range,atr,obv
2008-04-18 00:00:00-04:00,aapl,2008-04-18 00:00:00-04:00,4.836783921303197,4.932230920555662,4.814290375963358,4.89514684677124,1026765600,1.206647359436275,69.34276213518837,4.531126499176025,0.17637080492496404,4.883868109025953,4.1783848893260975,4.635689399864617,4.586396095643373,0.04929330422124423,0.03334989004369142,4.932230920555662,4.36532707668868,93.45848962119177,76.68702494026729,0.2361855218435034,0.16086548402825557,7697158000
2008-04-21 00:00:00-04:00,aapl,2008-04-21 00:00:00-04:00,4.930711412917686,5.121909419745356,4.917033221527308,5.111574172973633,1039152800,3.6680865073975855,70.06249453084166,4.574639940261841,0.20597411294949314,4.986588166160828,4.162691714362855,4.711163082524509,4.634942122754135,0.07622095977037358,0.04200392335790416,5.121909419745356,4.393596591127317,98.5809330323984,87.25132287412198,0.22676257297411606,0.1636881298103334,8736310800
2008-04-22 00:00:00-04:00,aapl,2008-04-22 00:00:00-04:00,5.088471007252052,5.106709673526462,4.805474195744586,4.869612693786621,1439572400,-4.3010624046696,62.13945797673053,4.603851556777954,0.2042125853980966,5.0122767275741476,4.195426385981761,4.736173833091238,4.656243272255478,0.07993056083576011,0.049645636745936826,5.121909419745356,4.393596591127317,65.3587420068566,85.79938822014891,0.3060999772290467,0.1739364080950561,7296738400
2008-04-23 00:00:00-04:00,aapl,2008-04-23 00:00:00-04:00,4.9866417456123,5.010655178067172,4.896361970119152,4.951380729675293,1504190800,-0.7071094683718243,61.07625119839505,4.630950522422791,0.21282948585701306,5.056609494136817,4.205291550708765,4.770008178321895,4.682593081368512,0.08741509695338312,0.057244383873359006,5.121909419745356,4.393596591127317,76.58579069743443,80.17515524556315,0.14104248428055133,0.16961567448872664,8800929200
2008-04-24 00:00:00-04:00,aapl,2008-04-24 00:00:00-04:00,5.025854695747693,5.166896759312233,4.838912384705915,5.135283470153809,1696066400,2.1773167158752464,64.2883045545648,4.674555110931396,0.22262895480771622,5.119813020546829,4.229297201315964,4.827242966909108,4.7224038317058685,0.10483913520323984,0.06680849939792669,5.166896759312233,4.393596591127317,95.91189935563742,79.28547735330947,0.32798437460631824,0.18444513162330128,10496995600
2008-04-25 00:00:00-04:00,aapl,2008-04-25 00:00:00-04:00,5.188782021408296,5.200940320505056,5.058681971062748,5.159296989440918,992474000,-0.5682457240586819,62.93944706659834,4.715165638923645,0.23356099515588352,5.182287629235413,4.248043648611878,4.879124816682861,4.760299773921404,0.11882504276145678,0.07725125970363776,5.200940320505056,4.393596591127317,94.84193292784536,89.11320766030572,0.14225834944230797,0.18025475652022394,11489469600
2008-04-28 00:00:00-04:00,aapl,2008-04-28 00:00:00-04:00,5.159903138696678,5.281491372646913,5.141056927937592,5.235592365264893,787214400,1.466873011638211,68.32266001969911,4.758846092224121,0.2454223645207261,5.249690821265573,4.268001363182669,4.9346878641566265,4.801010840554789,0.13367702360183742,0.08857062316013811,5.281491372646913,4.393596591127317,94.8305803415731,95.19480420835195,0.14043444470932087,0.18131864649158055,12276684000
2008-04-29 00:00:00-04:00,aapl,2008-04-29 00:00:00-04:00,5.201243954971203,5.339550584279125,5.175102680195518,5.321009159088135,923476400,2.3026261631597427,71.72032126664052,4.797632694244385,0.26996473458708803,5.337562163418561,4.257703225070209,4.994782554432955,4.845041263018686,0.14974129141426928,0.10083440882523786,5.339550584279125,4.393596591127317,98.03992315427391,95.90414547456412,0.1644479040836071,0.18561764075687273,13200160400
2008-04-30 00:00:00-04:00,aapl,2008-04-30 00:00:00-04:00,5.355662747148662,5.47147545785418,5.256264027345135,5.287573337554932,1139524400,-1.2713535711332962,68.53271768355677,4.837848043441772,0.28037647173168245,5.398600986905137,4.277095099978407,5.040250235521735,4.882119265965175,0.15813096955656025,0.11231592946229685,5.47147545785418,4.393596591127317,82.938516935795,91.93634014388066,0.21521143050904534,0.19052459641433847,12060636000
2008-05-01 00:00:00-04:00,aapl,2008-05-01 00:00:00-04:00,5.31827355626622,5.471475124359131,5.315234184038633,5.471475124359131,903576800,2.880663555044135,82.22832304665408,4.880996775627136,0.30824247661827,5.497481728863677,4.264511822390596,5.107118849872827,4.9310240887835946,0.1760947610892325,0.12509146497134643,5.47147545785418,4.393596591127317,99.99996906006234,93.65946971671042,0.18390178680419922,0.18596504213844542,12964212800
