Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-04-02 00:00:00-04:00,39.71536005095458,40.26352045453971,39.19818374931491,39.724891662597656,150347200,0.0,0.0
2018-04-03 00:00:00-04:00,39.95368334108878,40.218230066547314,39.295893154076424,40.13243103027344,121112000,0.0,0.0
2018-04-04 00:00:00-04:00,39.295887585906975,40.99517957072614,39.269671116409484,40.89984893798828,138422000,0.0,0.0
2018-04-05 00:00:00-04:00,41.13103872897968,41.524282222656986,41.011873593122154,41.1834716796875,107732800,0.0,0.0
2018-04-06 00:00:00-04:00,40.74732129128462,41.107198643327756,40.08714551037383,40.13004684448242,140021200,0.0,0.0
2018-04-09 00:00:00-04:00,40.48754901669248,41.25258717683554,40.48039939924303,40.5280647277832,116070800,0.0,0.0
2018-04-10 00:00:00-04:00,41.23113170365062,41.46946194471219,40.88078595835965,41.290714263916016,113634400,0.0,0.0
2018-04-11 00:00:00-04:00,41.04761674293286,41.45039543555505,40.921302005044716,41.0976676940918,89726400,0.0,0.0
2018-04-12 00:00:00-04:00,41.328842839876515,41.707787003286505,41.24065818873231,41.50282287597656,91557200,0.0,0.0
2018-04-13 00:00:00-04:00,41.655357485458815,41.9079869484713,41.4337121161998,41.64344024658203,100497200,0.0,0.0
2018-04-16 00:00:00-04:00,41.71494581470246,41.9914097937188,41.667280489231324,41.903228759765625,86313600,0.0,0.0
2018-04-17 00:00:00-04:00,42.0628987991744,42.646807068678015,42.04383194655575,42.479976654052734,106421600,0.0,0.0
2018-04-18 00:00:00-04:00,42.37751300960693,42.61822895679938,42.155867560768925,42.38466262817383,83018000,0.0,0.0
2018-04-19 00:00:00-04:00,41.4122667040204,41.80074621063797,41.15010558711265,41.1834716796875,139235200,0.0,0.0
2018-04-20 00:00:00-04:00,40.659142737116255,40.80690633069283,39.42697212521422,39.496089935302734,261964400,0.0,0.0
2018-04-23 00:00:00-04:00,39.760650601242325,39.782099458803835,39.107624167966215,39.38170623779297,146062000,0.0,0.0
2018-04-24 00:00:00-04:00,39.48417872921422,39.641477593490706,38.42360966546815,38.83353805541992,134768000,0.0,0.0
2018-04-25 00:00:00-04:00,38.75727048963324,39.424596027126796,38.707223165384406,39.002750396728516,113528400,0.0,0.0
2018-04-26 00:00:00-04:00,39.114768725154946,39.49848066394883,38.936020995343476,39.13860321044922,111852000,0.0,0.0
