Date,symbol,open,high,low,close,volume,change,rsi,20d_sma,20d_std,bollinger_upper,bollinger_lower,12d_ema,26d_ema,macd,macd_signal,14d_high,14d_low,%K,%D,true_range,atr,obv
2022-04-25 00:00:00-04:00,aapl,160.14984919132883,162.1875086347889,157.505877278764,161.89926147460938,96046400,1.0923596195151892,25.928221642751637,169.40877227783204,5.241652422170716,179.89207712217348,158.9254674334906,165.62382408238668,167.41871640021415,-1.7948923178274754,-1.3541867029637917,177.22641707321185,157.505877278764,22.278214702227896,14.362317954660893,4.681631356024923,4.333036968320796,-401803100
2022-04-26 00:00:00-04:00,aapl,161.27306222870766,161.36251668171838,155.77636061232414,155.8558807373047,95623200,-3.359011986589957,23.92919498994192,168.47443161010742,5.9022179079796055,180.27886742606663,156.6699957941482,164.07466197860649,166.34987945175962,-2.275217473153134,-1.540107675298961,172.58454451849315,155.77636061232414,0.47310361086281005,8.152721413035023,6.122900862285235,4.484973068341934,-497426300
2022-04-27 00:00:00-04:00,aapl,154.9712286935918,158.8278558838292,154.44442117576412,155.62725830078125,88063200,0.42332348573331025,26.17114162816877,167.3616729736328,6.128716366509346,179.6191057066515,155.1042402406141,162.74126706119608,165.37658247984564,-2.6353154186495544,-1.7607774797319482,172.31615564710734,154.44442117576412,6.618479739130937,9.78993268407388,4.383434708065067,4.448053997190671,-585489500
2022-04-28 00:00:00-04:00,aapl,158.2911271875648,163.5293998190946,157.97304668484037,162.65469360351562,130216800,2.756671516262742,39.04076700637523,166.6594268798828,5.79817400822626,178.2557748963353,155.0630788634303,162.72765617650109,165.13357282276857,-2.4059166462674852,-1.890571481594145,170.7456681863017,154.44442117576412,50.36591631575271,19.152499888582152,7.902141518313357,4.7632883962874315,-455272700
2022-04-29 00:00:00-04:00,aapl,160.86550237392746,165.1992499295719,156.3031439736734,156.7007293701172,131747600,-2.588978334291567,35.440074973660046,165.8165313720703,5.965359119076945,177.7472496102242,153.8858131339164,161.78330026383034,164.39196700642165,-2.6086667425913106,-2.0348719736004903,170.49718587075395,154.44442117576412,14.055573835560399,23.67998996348135,8.896105955898491,5.189988880937095,-587020300
2022-05-02 00:00:00-04:00,aapl,155.76640725218522,157.27724394147694,152.34711813036822,157.00888061523438,123055300,0.797651679182404,39.93282612361501,165.0039535522461,6.004743762395535,177.01344107703716,152.99446602745502,161.03732007338837,163.75156097053124,-2.714240897142872,-2.171261021563953,170.49718587075395,152.34711813036822,25.68454592868139,30.03534535999817,4.930125811108724,5.216257298566695,-463965000
2022-05-03 00:00:00-04:00,aapl,157.19773603328576,159.7423344186147,155.37876823541308,158.5197296142578,88966500,0.840974949341588,39.32113199712376,164.06166152954103,5.412263450301878,174.88618843014478,153.23713462893727,160.6449000655739,163.30342977968348,-2.6585297141095907,-2.2690101888033847,170.49718587075395,152.34711813036822,34.00875176986206,24.582957178034615,4.363566183201613,5.2354253248526295,-374998500
2022-05-04 00:00:00-04:00,aapl,158.70858413730792,165.4775769530988,158.30104921245848,165.02035522460938,108256500,3.9769563326459867,44.79813364507314,163.61238327026368,4.891201054122233,173.39478537850815,153.8299811620192,161.32552944337408,163.44880900493237,-2.1232795615582916,-2.239793421545759,170.49718587075395,152.34711813036822,69.82473716085326,43.172678286465576,7.176527740640324,5.444871729295962,-266742000
2022-05-05 00:00:00-04:00,aapl,162.8634210356393,163.09203189688594,154.01700123532146,155.8260498046875,130525300,-4.321026284601882,40.787213098970994,162.86391677856446,4.879498558737679,172.62291389603982,153.1049196610891,160.4715114865934,162.8101283208639,-2.338616834270482,-2.2595964086385463,170.49718587075395,152.34711813036822,19.16759608879205,41.000361673169124,11.003353989287916,5.788504226604273,-397267300
2022-05-06 00:00:00-04:00,aapl,155.29845587683994,158.7128200499041,153.47680041487448,156.5626678466797,116124600,0.8140531486303622,41.917521122987544,162.1368751525879,4.665798444647653,171.4684720418832,152.8052782632926,159.86538005799983,162.2917132695778,-2.426333211577969,-2.2929954517423456,170.49718587075395,152.34711813036822,23.226082550267552,37.40613859997095,5.236019635029635,5.947380313859379,-281142700
2022-05-09 00:00:00-04:00,aapl,154.22339130095347,155.11929571384945,150.79909313781306,151.36648559570312,131577900,-1.8524464292678788,34.779553647994376,161.2519073486328,4.952145634155192,171.1561986169432,151.34761608032244,158.54909123326192,161.3931392571316,-2.844048023869675,-2.4033425692828345,170.49718587075395,150.79909313781306,2.8804436327036957,15.091374090587761,5.763574708866628,6.081459858675879,-412720600
2022-05-10 00:00:00-04:00,aapl,154.8107011158029,156.02513809593762,152.23250216927008,153.8052978515625,115366700,-0.6494404178741771,37.97418785489187,160.70457382202147,5.14608316673825,170.99674015549797,150.41240748854497,157.8151407185854,160.77411694345827,-2.958976224872856,-2.5145794640855765,170.49718587075395,150.79909313781306,15.261399946210016,13.789308709727083,4.658652500234496,6.21684505059189,-297353900
2022-05-11 00:00:00-04:00,aapl,152.79992279990134,154.7410262732007,145.1449926410875,145.83184814453125,142689800,-4.560260586319215,33.344578857290415,159.66364135742188,5.926454610482111,171.5165505783861,147.81073213645766,155.96272406059865,159.56419698242095,-3.6014729218223067,-2.732130517334942,166.85920362198345,145.1449926410875,3.1631612313615434,7.101668270091746,9.596033632113205,6.503264873034234,-440043700
2022-05-12 00:00:00-04:00,aapl,142.11885420628667,145.53320326022177,138.16695949591633,141.90980529785156,182602000,-0.14709442290582467,33.734779382768494,158.29043350219726,6.690640691976988,171.67171488615122,144.9091521182433,153.79197791163728,158.14446296681098,-4.352485055173702,-3.056406959515979,165.4775769530988,138.16695949591633,13.704727869310378,10.709763015627308,7.6648886486149195,6.598496946406038,-622645700
2022-05-13 00:00:00-04:00,aapl,143.93054544384205,147.42454663946438,142.45729973034568,146.43905639648438,113990900,1.7428621179102533,37.443731011307584,157.39764862060548,7.029976274344353,171.45760116929418,143.33769607191678,152.65688388284318,157.20906972798517,-4.552185845141992,-3.355714503596344,165.4775769530988,138.16695949591633,30.2889413376941,15.718943479455339,5.514741341612819,6.658004802519459,-508654800
2022-05-16 00:00:00-04:00,aapl,144.88618481663863,146.84720133994506,143.52242272544947,144.876220703125,86643800,-0.006877200560041308,40.382747826049766,156.43765563964843,7.3725798475740065,171.18281533479643,141.69249594450042,151.45639072036215,156.22925610977498,-4.772865389412829,-3.639259700356077,165.4775769530988,138.16695949591633,24.56649403012376,22.85338774570941,3.3247786144955853,6.458138927677341,-595298600
2022-05-17 00:00:00-04:00,aapl,148.18106970020872,149.08692295514348,146.0110044954857,148.55934143066406,78336300,0.25527669034960804,44.16237858846926,155.54601974487304,7.18119301484389,169.9084057745608,141.18363371518527,151.00959868185674,155.62315762043596,-4.613558938579217,-3.834182804164428,165.4775769530988,138.16695949591633,38.05253378485816,30.969323050892,4.2107022520184785,6.445800895102585,-516962300
2022-05-18 00:00:00-04:00,aapl,146.1802624584296,146.68793101657104,139.26194740029496,140.17776489257812,109742900,-4.106229845878448,31.841751024372925,154.2437545776367,7.497673781674671,169.23910214098606,139.24840701428735,149.33970878729366,154.40862914866779,-5.068920361374126,-4.081194443494314,165.4775769530988,138.16695949591633,7.362724038789422,23.327250617923777,9.297394030369105,6.545461788820853,-626705200
2022-05-19 00:00:00-04:00,aapl,139.24203158314157,141.01391203490772,135.97699242331208,136.72357177734375,136095600,-1.8086922297553831,33.18194955958086,152.80903549194335,7.97698280083104,168.76300109360542,136.85506989028127,147.39536173781727,153.02429957903573,-5.628937841218459,-4.390807427140037,165.4775769530988,135.97699242331208,2.5307273260224594,15.98199504989001,5.036919611595636,6.269805621370649,-762800800
2022-05-20 00:00:00-04:00,aapl,138.4556220425916,140.0582796158484,132.00518086844554,136.96246337890625,137426100,-1.0784384495604227,33.10393911583384,151.61636810302736,8.483944957072781,168.5842580171729,134.6484781888818,145.78792000096547,151.7722923904408,-5.98437238947534,-4.7095733836862905,165.4775769530988,132.00518086844554,14.810061693592278,8.234504352801384,8.053098747402856,6.49287511682023,-625374700
2022-05-23 00:00:00-04:00,aapl,137.1615620217672,142.60661571397983,137.0222011399766,142.45730590820312,117726300,3.8609533227650963,37.31381380621379,150.64427032470704,8.356592610323025,167.35745554535308,133.931085104061,145.27487495447977,151.0489995471295,-5.774124592649741,-4.922511929866676,165.4775769530988,132.00518086844554,31.22610348337081,16.188964167661847,5.644152335073585,6.584345556239656,-507648400
2022-05-24 00:00:00-04:00,aapl,140.16779324110706,141.32250637432628,136.70366903064638,139.7198486328125,104132700,-0.31957741356749414,28.754630664171003,149.83746871948242,8.60227537417307,167.04201946782857,132.63291797113627,144.4193484183622,150.17244327254167,-5.753094854179466,-5.088646181153064,163.09203189688594,132.00518086844554,24.816498002030027,23.617554392997704,5.753636877556744,6.482710494590829,-611781100
2022-05-25 00:00:00-04:00,aapl,137.79864041261953,141.143316713921,137.70905453051603,139.87911987304688,92482700,1.5097967978476599,34.21363161787097,149.0500617980957,8.763652644524129,166.57736708714395,131.52275650904744,143.720224490059,149.37864847031983,-5.658423980260835,-5.20261143606629,158.7128200499041,132.00518086844554,29.481973120513466,28.508191535304764,3.434262183404968,5.942061079884904,-519298400
2022-05-26 00:00:00-04:00,aapl,136.7633816201135,143.68168054371543,136.51452183732786,143.12423706054688,90601500,4.650993098504879,37.326310790683614,148.07353897094725,8.240426666980827,164.5543923049089,131.5926856369856,143.6284644576672,148.89778767955565,-5.269323221888442,-5.2159547013262975,156.02513809593762,132.00518086844554,46.29090754322828,33.529792888590585,7.167158706387568,6.079999584981899,-428696900
