Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2008-03-31 00:00:00-04:00,4.354991736891306,4.429160717630488,4.332193801306236,4.361982822418213,768065200,0.0,0.0
2008-04-01 00:00:00-04:00,4.44709282845054,4.549226922273496,4.365325244853038,4.5452752113342285,1032567200,0.0,0.0
2008-04-02 00:00:00-04:00,4.522477314281837,4.596038716249622,4.433414669599866,4.483265399932861,1044968400,0.0,0.0
2008-04-03 00:00:00-04:00,4.470195721298051,4.669904692486121,4.468371854307348,4.608502388000488,1051568000,0.0,0.0
2008-04-04 00:00:00-04:00,4.626133174118141,4.702733566413325,4.582361579355885,4.653186798095703,854417200,0.0,0.0
2008-04-07 00:00:00-04:00,4.745896340266781,4.854110410604534,4.714891821410003,4.7386016845703125,1158326400,0.0,0.0
2008-04-08 00:00:00-04:00,4.667471629679716,4.755622734740886,4.6300827754004885,4.645888805389404,1014294400,0.0,0.0
2008-04-09 00:00:00-04:00,4.660175056945397,4.677804950627983,4.573543041858414,4.603332042694092,873398400,0.0,0.0
2008-04-10 00:00:00-04:00,4.593911329401724,4.724314557475215,4.57780050617069,4.697869300842285,955763200,0.0,0.0
2008-04-11 00:00:00-04:00,4.642242631094885,4.659872530267105,4.450132330858635,4.472626686096191,1210076000,0.0,0.0
2008-04-14 00:00:00-04:00,4.461381096429272,4.536765575002512,4.3935956583616935,4.492081642150879,845087600,0.0,0.0
2008-04-15 00:00:00-04:00,4.541322788859144,4.551050481645707,4.42946223578627,4.510318279266357,698037200,0.0,0.0
2008-04-16 00:00:00-04:00,4.611845559591112,4.684190657372609,4.57840921692529,4.672032356262207,795774000,0.0,0.0
2008-04-17 00:00:00-04:00,4.686318109287397,4.741945233995546,4.661393147671003,4.696045398712158,704267200,0.0,0.0
2008-04-18 00:00:00-04:00,4.836783450151182,4.932230440106136,4.814289907002443,4.895146369934082,1026765600,0.0,0.0
2008-04-21 00:00:00-04:00,4.930710033021981,5.121907986341488,4.917031845459544,5.111572742462158,1039152800,0.0,0.0
2008-04-22 00:00:00-04:00,5.088471007252052,5.106709673526462,4.805474195744586,4.869612693786621,1439572400,0.0,0.0
2008-04-23 00:00:00-04:00,4.986643666544022,5.010657108249242,4.896363856273705,4.951382637023926,1504190800,0.0,0.0
2008-04-24 00:00:00-04:00,5.025853762395412,5.1668957997670075,4.83891148607072,5.135282516479492,1696066400,0.0,0.0
2008-04-25 00:00:00-04:00,5.188782980532796,5.2009412818769665,5.058682906138802,5.159297943115234,992474000,0.0,0.0
2008-04-28 00:00:00-04:00,5.159905958358765,5.281494258751669,5.141059737301045,5.235595226287842,787214400,0.0,0.0
2008-04-29 00:00:00-04:00,5.201244421075717,5.339551062777855,5.175103143957405,5.321009635925293,923476400,0.0,0.0
2008-04-30 00:00:00-04:00,5.355662747148662,5.47147545785418,5.256264027345135,5.287573337554932,1139524400,0.0,0.0
2008-05-01 00:00:00-04:00,5.31827355626622,5.471475124359131,5.315234184038633,5.471475124359131,903576800,0.0,0.0
2008-05-02 00:00:00-04:00,5.477252132252815,5.529839089096855,5.427401382233003,5.500050067901611,1006082000,0.0,0.0
2008-05-05 00:00:00-04:00,5.529836773671729,5.632882799006815,5.503391114457121,5.615252494812012,854557200,0.0,0.0
2008-05-06 00:00:00-04:00,5.613124934487416,5.687901843680144,5.537740881434975,5.673919677734375,918870400,0.0,0.0
2008-05-07 00:00:00-04:00,5.655376157375915,5.720730151273977,5.487888082075408,5.550201892852783,1157133600,0.0,0.0
2008-05-08 00:00:00-04:00,5.586070993301844,5.669055297581709,5.564793362001942,5.625283718109131,899085600,0.0,0.0
2008-05-09 00:00:00-04:00,5.5675309692356665,5.600663335554266,5.513119748725996,5.576345920562744,673072400,0.0,0.0
2008-05-12 00:00:00-04:00,5.629843836359947,5.741096863435799,5.558106297485794,5.719514846801758,818563200,0.0,0.0
2008-05-13 00:00:00-04:00,5.733193882392416,5.819521955573084,5.710396764567824,5.774230480194092,823236400,0.0,0.0
2008-05-14 00:00:00-04:00,5.812835093984385,5.843536044012005,5.6407876956803085,5.66176176071167,916823600,0.0,0.0
2008-05-15 00:00:00-04:00,5.67847906302149,5.772406168233958,5.599142079624073,5.767238140106201,873208000,0.0,0.0
2008-05-16 00:00:00-04:00,5.778790011695103,5.784565996101107,5.684254939208588,5.70310115814209,765769200,0.0,0.0
2008-05-19 00:00:00-04:00,5.710396174336942,5.735625517836988,5.510990813454579,5.580904483795166,945820400,0.0,0.0
2008-05-20 00:00:00-04:00,5.526797898831398,5.658721436691476,5.475123290893847,5.650818824768066,969850000,0.0,0.0
2008-05-21 00:00:00-04:00,5.643827408330971,5.7131331422160665,5.357487166302124,5.416457653045654,1157657200,0.0,0.0
2008-05-22 00:00:00-04:00,5.448979939727139,5.51190129768132,5.2282969881676395,5.381802082061768,1206735600,0.0,0.0
2008-05-23 00:00:00-04:00,5.494880435050193,5.531965320550233,5.4046014641403675,5.507039546966553,906917200,0.0,0.0
2008-05-27 00:00:00-04:00,5.555068235968247,5.666929244995117,5.527407063025864,5.666929244995117,789905200,0.0,0.0
2008-05-28 00:00:00-04:00,5.696716212792599,5.713131010952778,5.584551672122986,5.684557914733887,743979600,0.0,0.0
2008-05-29 00:00:00-04:00,5.676960665920934,5.720732666247945,5.638660267096034,5.674832820892334,647186400,0.0,0.0
2008-05-30 00:00:00-04:00,5.6979332748431055,5.7614634140526055,5.695805430358856,5.7374491691589355,610184400,0.0,0.0
2008-06-02 00:00:00-04:00,5.7328900396159606,5.764806898180841,5.6091739110669,5.656898021697998,679840000,0.0,0.0
2008-06-03 00:00:00-04:00,5.6800003677905995,5.720732997710338,5.542606019159117,5.634708881378174,750520400,0.0,0.0
