Date,open,high,low,close,volume,change,rsi,20d_sma,20d_std,bollinger_upper,bollinger_lower,12d_ema,26d_ema,macd,macd_signal,14d_high,14d_low,%K,%D,true_range,atr,obv
2018-04-27 00:00:00-04:00,0.029995343663859336,0.027693493630517235,0.02835240638323608,0.030243857655097905,0.32308247997581774,0.4479145431347967,0.3580397229443236,0.026941814876292713,0.09356738327112667,0.028268721992190826,0.03097424834598239,0.021859052965304104,0.01797853442015085,0.44226892865034123,0.4443324555666518,0.032105647067256826,0.03067433633068789,0.08859514442842055,0.12151369447555384,0.05282990526931136,0.04476550443595877,0.09676508160312651
2018-04-30 00:00:00-04:00,0.02695537520208044,0.03245999906401667,0.030360450446686477,0.03502900050259411,0.3876689937354677,0.6602447408870166,0.35166208935062937,0.02681946423825199,0.09523959270655517,0.02834909260234386,0.030635337465923618,0.021290501223407476,0.017370989367883782,0.44242625786681145,0.4406386482791627,0.032105647067256826,0.03067433633068789,0.24986797886517434,0.16071286666921542,0.08579622849713735,0.048742634658618625,0.12605624752476036
2018-05-01 00:00:00-04:00,0.033912988254216875,0.03561611969992881,0.036053092001239156,0.04127922650320498,0.4939397327498839,0.6376781125277429,0.44750590710879823,0.026880641625893043,0.09498027319821516,0.02837656076355838,0.03073128446044371,0.02185120738551055,0.017449423599733227,0.44725279536289037,0.4387806499149347,0.032105647067256826,0.03067433633068789,0.46051825517118633,0.26005206853103946,0.05743060744813064,0.05339615530262336,0.16303966351825444
2018-05-02 00:00:00-04:00,0.048250694720709614,0.049525507525453066,0.050209780125489906,0.05343766858864013,0.617645663912779,0.5764727330313544,0.5411859222112133,0.027308000727895188,0.10051763888526107,0.029430394253059378,0.030464925802023868,0.024330406640530045,0.01870559907081193,0.45989385076985856,0.44013588475512105,0.032105647067256826,0.03067433633068789,0.8702921072682536,0.5236566444794852,0.14770319941104498,0.06987247843185167,0.20897735014826155
2018-05-03 00:00:00-04:00,0.04930734578061244,0.049118796342670884,0.05127194741037269,0.05395849904540467,0.3079401872761869,0.5627867098800842,0.5374614658580217,0.027660395775043034,0.10551337589919686,0.03034977138845013,0.030190525818763192,0.026498575834321803,0.01988253331813178,0.47019942053969643,0.4435270186755774,0.032105647067256826,0.03067433633068789,0.8878455652736629,0.7387960388029101,0.040563347201165924,0.07276736013386893,0.23249746448124933
2018-05-04 00:00:00-04:00,0.05316001858215605,0.06009994561898033,0.05746241839658664,0.06525436127772483,0.519042403546154,0.7464645676819569,0.6075350941370982,0.02899157799847102,0.12590438015336752,0.03400096368036387,0.02896031794593079,0.030176646785618322,0.022011819872214067,0.48641182419185974,0.4498644621763826,0.04092048285356381,0.03067433633068789,0.9824390783878387,0.9147986636344964,0.1229793951828714,0.08872962206727884,0.2712979001268821
2018-05-07 00:00:00-04:00,0.06442536608846558,0.06566368310309642,0.06838283015120741,0.0674190954285821,0.38789790216630116,0.5207474514333338,0.5959829806072565,0.030293461657835252,0.14610863613839753,0.037602530866486183,0.027723788787308412,0.03362721464040469,0.024134683205737917,0.5004228834347113,0.4580607865293259,0.04659775314940362,0.03067433633068789,0.9070640458647546,0.9271989309264635,0.05551276306396698,0.09067763579604031,0.30060563524630135
2018-05-08 00:00:00-04:00,0.06411654016922466,0.06330479468343411,0.06659043110790983,0.06886771375333167,0.2539044446077007,0.5626969308183128,0.6115803420740712,0.03139631780639113,0.16504478267910677,0.040867047779334253,0.026444256604497507,0.03677087013583297,0.026187512294835236,0.5120513311935774,0.4672092286452872,0.04659775314940362,0.03067433633068789,0.9401238963459811,0.9448282782934362,0.030788552189913602,0.0923279774688268,0.32021445236540313
2018-05-09 00:00:00-04:00,0.06665250738059961,0.06522448656180205,0.06916292002807847,0.07099996113050011,0.20438773587791761,0.5527229932117468,0.7119967617357518,0.03268183591810908,0.18399844906304935,0.044306447993739284,0.02535028799585165,0.039768961050246854,0.028242008661960694,0.5222160121902901,0.47679190111960196,0.04659775314940362,0.03067433633068789,0.9887852851147323,0.9469683520210433,0.023696764752807353,0.08421145208579688,0.33623907585023205
2018-05-10 00:00:00-04:00,0.06858696005489526,0.07005617533858424,0.0731958247275564,0.07536202041367779,0.2499605431014665,0.6095536490274828,0.895422496297933,0.03405179236734157,0.2062796865429639,0.048216033781285694,0.023919036341963185,0.04300868420737791,0.030501747262422163,0.5328205061818642,0.4868206370052718,0.05107987793772001,0.03067433633068789,0.9891538257169965,0.9746507438382485,0.039604816610344463,0.07241546815552065,0.3555624194991567
2018-05-11 00:00:00-04:00,0.07261958718681347,0.07074417071338832,0.07406355235412418,0.07418561884776842,0.23301082758338007,0.48739395425935167,0.888767067304014,0.03530863939659845,0.2232927944608059,0.05140069706253658,0.023042912540234495,0.04555121928211475,0.03244996318338328,0.5394708964477664,0.4963234175121455,0.051781912445315215,0.03067433633068789,0.9511597876226991,0.9783722773461232,0.032131400310628534,0.07184748684717975,0.33746595590791495
